res_id,q_no,prob,change_val,price,group
R_2YfYxvHC6MVjEbT,101,10,8,12
R_2YfYxvHC6MVjEbT,102,25,4,12
R_2YfYxvHC6MVjEbT,103,95,12,12
R_2YfYxvHC6MVjEbT,104,5,1,12
R_2YfYxvHC6MVjEbT,105,50,6,12
R_2YfYxvHC6MVjEbT,106,90,7,12
R_2YfYxvHC6MVjEbT,107,75,5,12
